_TRI_FACILITY_EZ.TRI_FACILITY_ID,V_TRI_FACILITY_EZ.FACILITY_NAME,V_TRI_FACILITY_EZ.STREET_ADDRESS,V_TRI_FACILITY_EZ.CITY_NAME,V_TRI_FACILITY_EZ.COUNTY_NAME,V_TRI_FACILITY_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_FACILITY_EZ.STATE_ABBR,V_TRI_FACILITY_EZ.ZIP_CODE,V_TRI_FACILITY_EZ.REGION,V_TRI_FACILITY_EZ.FAC_CLOSED_IND,V_TRI_FACILITY_EZ.MAIL_NAME,V_TRI_FACILITY_EZ.MAIL_STREET_ADDRESS,V_TRI_FACILITY_EZ.MAIL_CITY,V_TRI_FACILITY_EZ.MAIL_STATE_ABBR,V_TRI_FACILITY_EZ.MAIL_COUNTRY,V_TRI_FACILITY_EZ.MAIL_ZIP_CODE,V_TRI_FACILITY_EZ.ASGN_AGENCY,V_TRI_FACILITY_EZ.ASGN_FEDERAL_IND,V_TRI_FACILITY_EZ.PARENT_CO_DB_NUM,V_TRI_FACILITY_EZ.PARENT_CO_NAME,V_TRI_FACILITY_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FACILITY_EZ.ASGN_PARTIAL_IND,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE,V_TRI_FACILITY_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FACILITY_EZ.REGISTRY_ID,V_TRI_FACILITY_EZ.ASGN_PUBLIC_PHONE_EXT,V_TRI_FACILITY_EZ.LATITUDE,V_TRI_FACILITY_EZ.LONGITUDE,V_TRI_FACILITY_EZ.REF_POINT_DESC,V_TRI_FACILITY_EZ.REF_POINT_CODE,V_TRI_FACILITY_EZ.COLLECT_DESC,V_TRI_FACILITY_EZ.COLLECT_MTH_CODE,V_TRI_FACILITY_EZ.ACCURACY_VALUE,V_TRI_FACILITY_EZ.ACCURACY_SCORE,V_TRI_FACILITY_EZ.HDATUM_DESC,V_TRI_FACILITY_EZ.SCALE,V_TRI_FACILITY_EZ.SOURCE_DESC,V_TRI_FACILITY_EZ.SOURCE_CODE,V_TRI_FACILITY_EZ.CONVEYOR,V_TRI_FACILITY_EZ.BIA_CODE,V_TRI_FACILITY_EZ.TRIBE
60636LZBTH5838S,ELIZABETH ST FNDY,5838 S RACINE AVE,CHICAGO,COOK,17031,IL,60636,5,0,ELIZABETH ST FNDY,5838 S RACINE AVE,CHICAGO,IL,,60636,,C,NA,No US Parent,,0,JERRY KODMAN,3129251515,,1.10002E+11,,41.78774,-87.65471,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60639NTDMT4600W,UNITED METAL FINISHERS INC,4600 W PALMER ST,CHICAGO,COOK,17031,IL,60639,5,0,UNITED METAL FINISHERS INC,4600 W PALMER ST,CHICAGO,IL,,60639,,C,NA,No US Parent,,0,MIKE WOOD,7734897200,NA,1.1E+11,,41.921063,-87.742071,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60638MPRLP7030W,IMPERIAL PLATING CO,7030 W 60TH ST,CHICAGO,COOK,17031,IL,60638,5,0,IMPERIAL PLATING CO,7030 W 60TH ST,CHICAGO,IL,,60638,,C,NA,No US Parent,,0,DENNIS GRAF,3125863500,,1.10001E+11,,41.78328,-87.79775,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60638FHGHT6600S,HOUGHTON INTERNATIONAL INC,6600 S NASHVILLE AVE,CHICAGO,COOK,17031,IL,60638,5,0,HOUGHTON INTERNATIONAL INC,6600 S NASHVILLE AVE,CHICAGO,IL,,60638,,C,2261535,HOUGHTON INTERNATIONAL INC,,0,JOHN LIVAICH,7737676760,,1.1E+11,,41.772633,-87.786755,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60630RNNDS5170N,ORION INDUSTRIES LTD,5170 N W HWY,CHICAGO,COOK,17031,IL,60630,5,0,ORION INDUSTRIES LTD,5170 N W HWY,CHICAGO,IL,,60630,,C,NA,No US Parent,,0,LEE FISH,3122829100,,1.10002E+11,,41.975064,-87.775122,UNKNOWN,1,UNKNOWN,27,11000,99999999,NAD83,,,,FRS-TRIS,,
60633GNNC02638E,UGN INC,2638 E 126TH ST,CHICAGO,COOK,17031,IL,60633,5,0,UGN INC,18410 CROSSING DR,TINLEY PARK,IL,,60477,,C,NA,No US Parent,,0,SUE MILES,7734372412,,1.10002E+11,,41.66616,-87.55771,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
6062WKBLRC2945W,KEEBLER CO,2945 W 31ST ST,CHICAGO,COOK,17031,IL,60623,5,0,KEEBLER CO,2945 W 31ST ST,CHICAGO,IL,,60623,,C,1326065,KELLOGG CO,KELLOGG CO,0,PATRICIA FAISAL,7738436819,PATRICIA.FAISAL@KELLOGG.COM,1.10002E+11,,41.836093,-87.699054,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,5,5,NAD83,1000,,17,EIS,,
60632HNDRC24334,HENDRICKSON SPRING,2433-41 W 48TH ST,CHICAGO,COOK,17031,IL,60632,5,0,HENDRICKSON SPRING,2433-41 W 48TH ST,CHICAGO,IL,,60632,,C,93166080,BOLER CO,,0,CHESTER GNIADECKI,7733761200,,1.10001E+11,,41.806596,-87.685245,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60624CLRCM4242W,COLOR COMMUNICATIONS INC,4242 W FILLMORE,CHICAGO,COOK,17031,IL,60624,5,0,COLOR COMMUNICATIONS INC,,,,,,,C,,No US Parent,NA,1,TOM RAGEN,7736381400,TRAGEN@CCICOLOR.COM,1.10058E+11,,41.86791,-87.73131,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60632BLLMT4100W,CHICAGO SERVICE DIV,4100 W 42ND PL,CHICAGO,COOK,17031,IL,60632,5,0,BWAY CORP.,8200 BROADWELL RD.,CINCINNATI,OH,,45244,,C,2173185,BWAY CORP,,0,LEON J. PARKER,5133882219,,1.1E+11,,41.816477,-87.726439,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,99999999,NAD83,100000,,80,FRS-TRIS,,
60633SGNDC13535,SIGNODE CONSUMABLE PRODUCTS OPERATIONS,13535 S TORRENCE AVE,CHICAGO,COOK,17031,IL,60633,5,0,SIGNODE CONSUMABLE PRODUCTS OPERATIONS,13535 S TORRENCE AVE,CHICAGO,IL,,60633,,C,5146428,ILLINOIS TOOL WORKS INC,,0,NORM WIENING,3126460159,,1.10001E+11,,41.63757,-87.548419,UNKNOWN,1,UNKNOWN,27,150,99999999,NAD83,,,,FRS-TRIS,,
60623MYRST3201S,MEYER STEEL DRUM INC,3201 S MILLARD AVE,CHICAGO,COOK,17031,IL,60623,5,0,MEYER STEEL DRUM INC,3201 S MILLARD AVE,CHICAGO,IL,,60623,,C,85350015,MEYER STEEL DRUM INC,,0,MS KSHAMA S DESAI,3126358258,,1.10001E+11,,41.834664,-87.715308,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60632NDSTR43004,TOWER OIL & TECHNOLOGY CO INDUSTRIAL TECHNOLOGY DIV,4300-4322 S TRIPP ST,CHICAGO,COOK,17031,IL,606324319,5,0,TOWER OIL & TECHNOLOGY CO INDUSTRIAL TECHNOLOGY DIV,4300-4322 S TRIPP ST,CHICAGO,IL,,60632-4319,,C,8852063,TOWER OIL & TECHNOLOGY CO,,0,HUBERT WAHL,3129276161,,1.10006E+11,,41.81436,-87.73002,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60622BDRFN457NR,BADER FINISHING,457 N RACINE,CHICAGO,COOK,17031,IL,60622,5,0,BADER FINISHING,457 N RACINE,CHICAGO,IL,,60622,,C,NA,No US Parent,,0,,,,1.10002E+11,,41.890423,-87.657467,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,150,NAD83,100000,,80,COMMERCIAL VENDOR,,
60617HCKTT11201,HARSCO CO HECKETT MULTISERV DIV PLANT 45,C/O ACME METALS 11201 TORRENCE AVE,CHICAGO,COOK,17031,IL,60617,5,0,HARSCO CO. HECKETT MULTISERV DIV. PLANT 45,P.O. BOX 232,WHITING,IN,,46394,,C,3952009,HARSCO CORP,,0,GLENN D. HUNDERTMARK,7242835741,,1.10041E+11,,41.693276,-87.556204,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60610THSTF700NO,STIFFEL CO,700 N KINGSBURY ST,CHICAGO,COOK,17031,IL,60610,5,0,STIFFEL CO,700 N KINGSBURY ST,CHICAGO,IL,,60610,,C,NA,No US Parent,,0,DENNIS SWEDO,3126649200,,1.10001E+11,,41.89468,-87.64147,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60628RPRDC12722,AIR PRODUCTS & CHEMICALS INC,12722 S WENTWORTH AVE,CHICAGO,COOK,17031,IL,60628,5,0,AIR PRODS. & CHEMICALS INC.,2801 MITCHELL AVE.,ALLENTOWN,PA,,18195-1501,,C,3001070,AIR PRODUCTS & CHEMICALS INC,,0,DONALD C. GOLDSCHMIDT,3127853000,,1.10002E+11,,41.66242,-87.62655,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,,17,FRS-TRIS,,
60633FRDMT12600,FORD MOTOR CO CHICAGO ASSEMBLY,12600 S TORRENCE AVE,CHICAGO,COOK,17031,IL,60633,5,0,FORD MOTOR CO CHICAGO ASSEMBLY,12600 S TORRENCE AVE,CHICAGO,IL,,60633,,C,1344746,FORD MOTOR CO,FORD MOTOR CO,0,RYAN KANTAUTAS,7736467520,RKANTAUT@FORD.COM,1.1E+11,,41.66501,-87.56084,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,10,10,NAD83,12000,,17,EIS,,
60622GNRLP823WB,TRUE VALUE MANUFACTURING,823 W BLACKHAWK,CHICAGO,COOK,17031,IL,60622,5,1,TRUE VALUE MANUFACTURING,201 JANDUS RD,CARY,IL,,60013,,C,6929681,TRUE VALUE CO,,0,GENE BRICKHOUSE,8474625243,,1.1E+11,,41.907733,-87.648743,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60638TBCHM4801S,BRENNTAG GREAT LAKES LLC,4801 S AUSTIN AVE,CHICAGO,COOK,17031,IL,60638,5,0,BRENNTAG GREAT LAKES LLC,4801 S AUSTIN AVE,CHICAGO,IL,,60638,,C,92963644,BRENNTAG NA INC,BRENNTAG NA INC,0,KAONI MAZOCH,2622526264,KMAZOCH@BRENNTAG.COM,1.10018E+11,,41.805747,-87.772014,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,5,5,NAD83,1000,,17,EIS,,
60646NDCTN5680N,INDUCTION HEAT TREATING CORP,5680 N W HWY,CHICAGO,COOK,17031,IL,60646,5,0,INDUCTION HEAT TREATING CORP,5680 N W HWY,CHICAGO,IL,,60646,,C,NA,No US Parent,,0,R. E. HAIMBAUGH,3127756444,,1.10008E+11,,41.98485,-87.78573,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60618RVYCR3500N,CURMED HEALTH CARE PACKAGING,3500 N KIMBALL AVE,CHICAGO,COOK,17031,IL,60618,5,0,CURMED HEALTH CARE PACKAGING,P.O. BOX 2968,OSHKOSH,WI,,54903-2968,,C,6477061,BEMIS CO INC,,0,HOWARD HOFMEISTER,4142367417,,1.10002E+11,,41.94481,-87.71264,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60647DRKND2333L,VAN DEN BERGH FOODS CO,2333 LOGAN BLVD,CHICAGO,COOK,17031,IL,60647,5,0,VAN DEN BERGH FOODS CO,2333 LOGAN BLVD,CHICAGO,IL,,60647,,C,151334075,UNILEVER US INC,,0,JOHN R. KEIGHER,8154235511,,1.10018E+11,,41.92987,-87.68618,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60633GLBND2638E,GLOBE INDUSTRIES INC,2638 E 126TH ST,CHICAGO,COOK,17031,IL,60633,5,0,GLOBE INDUSTRIES INC,2638 E 126TH ST,CHICAGO,IL,,60633,,C,139625420,GLOBE ACQUISITION CORP,,0,JOHN CHRISTOPHER,3126467738,,1.10002E+11,,41.66616,-87.55771,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60609MSMTL4323S,AMES METAL PRODUCTS CO,4323 S WESTERN BLVD,CHICAGO,COOK,17031,IL,60609,5,0,AMES METAL PRODUCTS CO,4323 S WESTERN BLVD,CHICAGO,IL,,60609,,C,NA,No US Parent,,0,LEWIS EDELSTEIN,7735233230,AMESMETAL@ATT.NET,1.1E+11,,41.81488,-87.683621,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60628MSRYC1140E,BULLEN MIDWEST INC,1140 E 103RD ST,CHICAGO,COOK,17031,IL,60628,5,0,BULLEN MIDWEST INC,900 E. 103RD ST.,CHICAGO,IL,,60628,,C,,No US Parent,NA,0,JOSEPH CRONIN,7739282657,JOE.CRONIN@NUANCESOLUTIONS.COM,1.1E+11,,41.70763,-87.59498,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60638SCNCM5401W,US CAN CO PLANT #21 CLEARING,5401 W 65TH ST,CHICAGO,COOK,17031,IL,60638,5,0,US CAN CO PLANT #21 CLEARING,5401 W 65TH ST,CHICAGO,IL,,60638,,C,106938798,US CAN CO,,0,JAY R. GOTTLIEB,3125712511,,1.10002E+11,,41.77448,-87.7567,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60616FDRTD1882S,FEDERATED PAINT MANUFACTURING CO INC,1882 SOUTH NORMAL AVE,CHICAGO,COOK,17031,IL,606161096,5,0,FEDERATED PAINT MANUFACTURING CO INC,1882 SOUTH NORMAL AVE,CHICAGO,IL,,60616-1096,,C,NA,No US Parent,,0,CHRISTOPHER SANEK,3122434433,,1.10014E+11,,41.85555,-87.63987,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60638FDRLD6220S,FEDERAL DIE CASTING CO,6220 SOUTH NEW ENGLAND,CHICAGO,COOK,17031,IL,60638,5,0,FEDERAL DIE CASTING CO,6220 SOUTH NEW ENGLAND,CHICAGO,IL,,60638,,C,NA,No US Parent,,0,MALACHY CROSS,8474739090,,1.1E+11,,41.7786,-87.79462,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60614FNKLS2011S,A FINKL & SONS CO,2011 N SOUTHPORT AVE,CHICAGO,COOK,17031,IL,606144079,5,1,A FINKL & SONS CO,2011 N SOUTHPORT AVE,CHICAGO,IL,,60614-4079,,C,NA,No US Parent,A FINKL & SONS CO,0,STEVE DENTEN,7739752562,STEVED@FINKL.COM,1.1E+11,,41.918363,-87.662925,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60638THDLC6200W,DIAL CORP,6200 W 51ST ST,CHICAGO,COOK,17031,IL,606381301,5,0,DIAL CORP,6200 W 51ST ST,CHICAGO,IL,,60638-1301,,C,NA,No US Parent,,0,NANCY DEBRA,6022075338,,1.10002E+11,,41.79977,-87.77725,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60622DRCNC1025W,DURACO INC,1025 W NORTH AVE,CHICAGO,COOK,17031,IL,60622,5,1,DURACO INC.,7400 W. INDUSTRIAL DR.,FOREST PARK,IL,,60130-2514,,C,NA,No US Parent,,0,STEVEN YACYSHYN,7084881025,,1.1E+11,,41.910817,-87.654258,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60618NMLRS3022N,ENAMELERS & JAPANNERS INC,3022 NORTH ROCKWELL ST,CHICAGO,COOK,17031,IL,60618,5,0,ENAMELERS & JAPANNERS INC,3022 NORTH ROCKWELL ST,CHICAGO,IL,,60618,,C,NA,No US Parent,,0,KENNETH CIELOCHA,7734638200,,1.1E+11,,41.93656,-87.69285,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60624KRLLB388NA,KREL LABORATORIES INC,388 N AVERS AVE,CHICAGO,COOK,17031,IL,60624,5,1,KREL LABORATORIES INC,388 N AVERS AVE,CHICAGO,IL,,60624,,C,NA,No US Parent,,0,ROBERT OLEKSYN,7738264487,,1.10001E+11,,41.887418,-87.722337,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,99999999,NAD83,100000,,80,FRS-TRIS,,
60614STWRT1826W,STEWART WARNER ALEMITE & INSTRUMENT CORP,1826 W DIVERSEY PKY,CHICAGO,COOK,17031,IL,60614,5,0,STEWART WARNER ALEMITE & INSTRUMENT CORP,1826 W DIVERSEY PKY,CHICAGO,IL,,60614,,C,40095705,BTR INC,,0,FRANK FENTON,3125337300,,1.10002E+11,,41.932328,-87.674117,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60630HBSNB4940W,HOBSON BROTHERS INC,4940 W LAWRENCE AVE,CHICAGO,COOK,17031,IL,60630,5,0,HOBSON BROTHERS INC,4940 W LAWRENCE AVE,CHICAGO,IL,,60630,,C,NA,No US Parent,,0,TOM MULVANNY,3122833600,,1.10002E+11,,41.96799,-87.7519,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60652DLYNT41W76,SWISHER HYGIENE INC,4100 W 76TH ST,CHICAGO,COOK,17031,IL,60652,5,1,SWISHER HYGIENE INC,4100 W 76TH ST,CHICAGO,IL,,60652,,C,185717519,SWISHER INTERNATIONAL INC.,SWISHER INTERNATIONAL INC,0,LEONARD M. VAN VOSSEN,7732846565,LVANVOSSEN@SWSH.COM,1.10028E+11,,41.755067,-87.723871,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60632LPHMT4404S,ALPHA METALS INC,4404 S KILDARE BLVD,CHICAGO,COOK,17031,IL,60632,5,1,ALPHA METALS INC.,250 CULVER AVE.,JERSEY CITY,NJ,,7304,,C,1658046,COOKSON AMERICA INC,,0,C. DIMARTINI,2014346778,,1.10002E+11,,41.8128,-87.73123,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60623CNTRL3200S,BWAY CORP,3200 S KILBOURN AVE,CHICAGO,COOK,17031,IL,60623,5,0,BWAY CORP,3200 S KILBOURN AVE,CHICAGO,IL,,60623,,C,809993520,BWAY HOLDING CO,BWAY HOLDING CO,0,BRIAN MCANALLY,7738903300,BRIAN.MCANALLY@BWAYCORP.COM,1.1E+11,,41.83473,-87.73815,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,10,10,NAD83,12000,,17,EIS,,
60609FLSCH2143W,ADM FLEISCHMANN KURTH MALTING CO,2143 W 51ST PL,CHICAGO,COOK,17031,IL,606095599,5,0,ADM FLEISCHMANN KURTH MALTING CO,2143 W 51ST PL,CHICAGO,IL,,60609-5599,,C,1307586,ADM,,0,JON SODERQUIST,2173628121,,1.10001E+11,,41.799613,-87.678442,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60644BLCKS4630W,BLACKSTONE MANUFACTURING CO INC,4630 W HARRISON ST,CHICAGO,COOK,17031,IL,60644,5,0,BLACKSTONE MANUFACTURING CO INC,4630 W HARRISON ST,CHICAGO,IL,,60644,,C,1168046,ECHLIN INC,,0,RICHARD YOUMANS,3123787800,,1.10002E+11,,41.873225,-87.740916,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,,82,FRS-GEOCODE,,
60618BDNLC2500W,BODINE ELECTRIC CO,2500 W BRADLEY PL,CHICAGO,COOK,17031,IL,60618,5,0,BODINE ELECTRIC CO,2500 W BRADLEY PL,CHICAGO,IL,,60618,,C,NA,No US Parent,,0,ROD MAKSIMOVIC,3124783515,,1.10002E+11,,41.94946,-87.69251,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60623CRWNC3501W,CROWN CORK & SEAL CO INC,3501 W 31ST ST,CHICAGO,COOK,17031,IL,60623,5,1,CROWN CORK & SEAL CO. INC.,9300 ASHTON RD.,PHILADELPHIA,PA,,19114,,C,2282341,CROWN CORK & SEAL CO INC,,0,MIKE ANTRY,2156985308,,1.10002E+11,,41.83709,-87.71269,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60608TRNML2541W,TRI-POWDERCOATING INC,2541 S WASHTENAW AVE,CHICAGO,COOK,17031,IL,606084631,5,1,ECC LTD.,4825 N. SECOND ST.,ROCKFORD,IL,,61111,,C,NA,No US Parent,,0,,,,1.10009E+11,,41.84534,-87.69281,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60609THLLN1100W,ILLINOIS MEAT CO,1100 W 48TH ST,CHICAGO,COOK,17031,IL,60609,5,0,ILLINOIS MEAT CO,1100 W 48TH ST,CHICAGO,IL,,60609,,C,NA,No US Parent,,0,DANIEL OCHYLSKI,5152664100,,1.10002E+11,,41.80694,-87.65274,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,82,FRS-TRIS,,
60614SCNTF2073N,SCIENTIFIC PLATING CO. INC.,2073 N. SOUTHPORT AVE.,CHICAGO,COOK,17031,IL,606144033,5,1,SCIENTIFIC PLATING CO. INC.,2073 N. SOUTHPORT AVE.,CHICAGO,IL,,60614-4033,,C,NA,No US Parent,SCIENTIFIC PLATING CO INC,0,VOYTEK MARKULIS,7739294306,VOYTEK.MARKULIS@SBCGLOBAL.NET,1.1E+11,,41.919385,-87.662752,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60651CHRMM4645W,CHROMIUM INDUSTRIES LLC,4645 W CHICAGO AVE,CHICAGO,COOK,17031,IL,60651,5,0,CHROMIUM INDUSTRIES LLC,4645 W CHICAGO AVE,CHICAGO,IL,,60651,,C,,No US Parent,NA,0,KEITH SUMMERS,7732873716,KSUMMERS@CHROMIUMIND.COM,1.1E+11,,41.894743,-87.742859,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60627FRNKM13831,FRANK MILLER & SONS INC,13831 SOUTH EMERALD AVE,CHICAGO,COOK,17031,IL,60627,5,0,FRANK MILLER & SONS INC,13831 SOUTH EMERALD AVE,CHICAGO,IL,,60627,,C,NA,No US Parent,,0,MR. JAMES A. MILLER,3124683500,,1.10002E+11,,41.642054,-87.639547,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60635PLKRN6605W,PAUL KRONE DIECASTING CO ALUMINUM,6605 W FULLERTON AVE,CHICAGO,COOK,17031,IL,60635,5,1,PAUL KRONE DIECASTING CO. ALUMINUM,P.O. BOX 8499,NORTHFIELD,IL,,60093,,C,NA,No US Parent,,0,PHILIP KRONE,3127450400,,1.10002E+11,,41.92362,-87.79131,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60614CLYBR2240N,CLYBOURN METAL FINISHING CO,2240 N CLYBOURN AVE,CHICAGO,COOK,17031,IL,60614,5,0,CLYBOURN METAL FINISHING CO,2240 N CLYBOURN AVE,CHICAGO,IL,,60614,,C,NA,No US Parent,,0,WILLIAM G ROMANIUK,7735258162,,1.10007E+11,,41.922445,-87.66601,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,,17,EIS,,
60618DVNCT2915N,ADVANCE TRANSFORMER CO,2950 N WESTERN AVE,CHICAGO,COOK,17031,IL,60618,5,0,ADVANCE TRANSFORMER CO,2950 N WESTERN AVE,CHICAGO,IL,,60618,,C,1291111,PHILIPS ELECTRONICS NA CORP,,0,RAJAN CHAUDRY,7083905220,,1.10002E+11,,41.93493,-87.68796,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,,82,FRS-TRIS,,
60638MLSNC7123W,CLOROX CO,7123 W 65TH ST,CHICAGO,COOK,17031,IL,60638,5,0,CLOROX CO,7123 W 65TH ST,CHICAGO,IL,,60638,,C,9138033,CLOROX CO,,0,REGGIE COLBY,7087284200,,1.10002E+11,,41.77373,-87.79908,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60632CMPBL2550W,CAMPBELL SOUP CO,2550 W 35TH,CHICAGO,COOK,17031,IL,60632,5,0,CAMPBELL SOUP CO,2550 W 35TH,CHICAGO,IL,,60632,,C,,,,0,R. C. BARTHEL,3128907577,,1.10002E+11,,41.8302,-87.68931,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
60620RLPRD525W7,RUAL PRODS CO,525 W 76TH ST,CHICAGO,COOK,17031,IL,60620,5,0,RUAL PRODS CO,525 W 76TH ST,CHICAGO,IL,,60620,,C,25288945,RUAL PRODS CO,,0,B. E. BOLES,3124872855,,1.10002E+11,,41.75618,-87.63785,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,,82,FRS-GEOCODE,,
